COMID,lat,lon,frac_1,frac_2,frac_5,frac_6,frac_8,frac_10,frac_14,frac_15,frac_16,frac_17,frac_18,frac_19
71031397,51.3210879542705,-115.649154045145,0.596193075180054,0.00232172245159745,0,0,0.0242727026343346,0.0643987879157066,0,0.00732074631378055,0.299961417913437,0,0.00553152756765485,0
71031429,51.344427406141,-115.456222127235,0.258668571710587,0.00217694649472833,0,0.00017865517293103,0.0247317403554916,0.0851773992180824,0.000393041380448267,0.00121485523413867,0.620526671409607,0,0.00586018990725279,0.00107193109579384
71031431,51.308019825543,-114.627802191398,0.151495739817619,0,0.000435279100202024,0.0223454721271992,0.452646970748901,0.276274979114532,0.00160451501142234,0.0746301114559174,0.000651126843877137,0.0179407969117165,0.00197502761147916,0
71031478,51.3597847222223,-115.090123382801,0.793519794940948,0,0,9.54571660258807e-05,0.115816675126553,0.0755069553852081,0.000210005760891363,0,0.0127967735752463,0.0014242825563997,0.000630017253570259,0
71031489,51.3610183979552,-115.194814453125,0.652909874916077,0,0,0,0.0390872247517109,0.0658767521381378,0,0,0.240572229027748,0,0.00155395164620131,0
71031502,51.3753899336285,-115.525606958491,0.239744156599045,0.00388602283783257,0,0,0.00272307638078928,0.079468846321106,0.000793129031080753,0.0028552645817399,0.668371021747589,0,0.0015722889220342,0.000586251961067319
71031503,51.3639509409568,-116.230047287267,0.360623210668564,0,0,0,0.0195445213466883,0.0464392900466919,0,0,0.515567123889923,0.00186440802644938,0.0181888770312071,0.0377725325524807
71031506,51.3373553038256,-115.871350558374,0.410963594913483,0,0,3.65552841685712e-05,0.038778193295002,0.0837068781256676,0,0,0.459329336881638,0.000811695121228695,0.00416730251163244,0.00220642727799714
71031529,51.3937732032729,-115.421117802406,0.255117148160934,0.000122633267892525,0,0,0.00733455270528793,0.0489042773842812,0,9.19749509193935e-05,0.68594890832901,0,0.00228391564451158,0.000196597975445911
71031561,51.3895907506829,-115.845781372642,0.242623925209045,0,0,0,0.0149735789746046,0.0953158363699913,0,0,0.639775812625885,0,0.00636798329651356,0.000942879123613238
71031569,51.362215310886,-115.761083507151,0.428335011005402,0,0,0,0.0571634024381638,0.0865256190299988,0,0,0.419877678155899,0,0.00797376595437527,0.000124590093037114
71031594,51.395650286918,-115.254631788577,0.417018920183182,0,0,0,0.00982436630874872,0.0430024787783623,0,0,0.513270080089569,0.00753906182944775,0.00934511795639992,0
71031642,51.4181066962041,-115.574919636124,0.166715383529663,0.00202053692191839,0,0.000773486797697842,0.0244832262396812,0.125320672988892,0.00121547933667898,0.000962912163231522,0.674259305000305,0,0.003528495086357,0.000720461597666144
71031643,51.3964835582034,-116.254430231879,0.260573476552963,0,0,0,0.0236663557589054,0.0515552572906017,0,0,0.499965906143188,0.0128981033340096,0.0376568548381329,0.113684006035328
71031654,51.4529376287144,-116.113206678435,0.458635538816452,0,0,0,0.0879453644156456,0.13448540866375,0,0,0.311171978712082,0.00284088449552655,0.00453229155391455,0.000388536049285904
71031687,51.3975736284889,-115.999370227783,0.151357516646385,0,0,0,0.000161094867507927,0.07722457498312,0,0,0.749633550643921,0,0.0109222326427698,0.0107010854408145
71031719,51.4422957543821,-115.815915461375,0.238486245274544,0,0,9.3922957603354e-05,0.0278276838362217,0.0981965959072113,0,0,0.620900213718414,0,0.00802102033048868,0.00647436082363129
71031769,51.4488371294495,-115.690250658121,0.539345622062683,0.000594537006691098,0,0.0011890740133822,0.0861824005842209,0.141395911574364,9.58930613705888e-05,0,0.229566335678101,0,0.00163018214516342,0
71031838,51.4618402204994,-116.012216265259,0.222517907619476,0,0,0.000221195310587063,0.0708419531583786,0.151552498340607,0,0,0.531500101089478,0,0.0219951085746288,0.0013712941436097
71031893,51.4812741637568,-116.317553577754,0.455524682998657,0,0,0,0.0067751039750874,0.0263609196990728,7.63692951295525e-05,0,0.394088685512543,0.00745266443118453,0.00950368773192167,0.100217886269093
71032102,51.538594011375,-116.095912791346,0.437377601861954,0,0,0.00014978511899244,0.0334976390004158,0.0682636126875877,0,0,0.429661989212036,0,0.015848396345973,0.015200961381197
71032185,51.5923866926226,-116.413783193571,0.15243972837925,0,0,0,0.00763917481526732,0.0427247993648052,0,0,0.450598686933517,0,0.0979264974594116,0.248671069741249
71032217,51.5976772481789,-116.224404907687,0.29538157582283,0,0,0.00036420940887183,0.0363359488546848,0.150927469134331,0,0,0.454344183206558,0,0.00468721706420183,0.0579593777656555
71032292,51.6257915185727,-116.088587009548,0.103182144463062,0,0,0,0.0102542564272881,0.0694767609238625,0,0,0.731470108032227,0,0.00439602369442582,0.0812206864356995
71032409,51.6616688336313,-116.176103865323,0.221991211175919,0,0,0.000232553298701532,0.0619921647012234,0.113529652357101,8.20776331238449e-05,0,0.582172334194183,0,0.0135154500603676,0.00648461934179068
71032422,51.6707103624405,-116.304323222782,0.213607668876648,0,0,0,0.0390986502170563,0.106293514370918,0,0,0.629254102706909,0.00149865308776498,0.00277443206869066,0.00747294118627906
71032440,51.6657032004529,-116.444195307557,0.326906114816666,0,0,0,0.0248198658227921,0.0614981576800346,0,0,0.443090528249741,0.00607611471787095,0.0418661497533321,0.0957430526614189
71035238,50.9517267112121,-115.116630329958,0.559261858463287,0,0,0,0.0614783391356468,0.105881042778492,0,0,0.255202144384384,0.00819553155452013,0.00998106505721807,0
71035289,50.9062363437728,-115.134062677025,0.561144649982452,0,0,0,0.229200750589371,0.106244489550591,0,0,0.0742019936442375,0.0274388883262873,0.00176922511309385,0
71035337,50.8735409243864,-115.158318982581,0.630319714546204,0,0,0,0.0773216485977173,0.0699885115027428,0,0,0.199902564287186,0.0185853745788336,0.00388217973522842,0
71035360,50.8539380714879,-115.17565045719,0.697243392467499,0,0,0,0.0527197010815144,0.12695974111557,0,0,0.0840611755847931,0.0390159450471401,0,0
71035692,50.7641845080208,-115.140607711254,0.513410270214081,0,0,0,0.0779497176408768,0.131048649549484,0,0,0.258849889039993,0.0176289714872837,0.000987055362202227,0.000125395774375647
71035771,50.7187881131954,-115.159020660092,0.631761133670807,0,0,0,0.0667241662740707,0.102710023522377,0,0,0.157653898000717,0.0187613908201456,0.0223893988877535,0
71035831,50.8865373563218,-115.374841954023,0.11809878051281,0,0,0,0,0.026541605591774,0,0,0.00501542538404465,0,0.850344181060791,0
71035946,50.6584803140646,-115.144053064785,0.569138526916504,0,0,0,0.0246511120349169,0.0693786814808846,0,0,0.101856991648674,0.0282658599317074,0.206708818674088,0
71035979,50.8504970178927,-115.391254003755,0.590822756290436,0,0,0,0.0238431952893734,0.061174038797617,0,0,0.163106128573418,0.00411728257313371,0.155922561883926,0.00101405335590243
